"V1"	"V2"	"x"	"y"
"5133"	NA	NA	"-53.375"	"-19.625"
"5134"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-53.125"	"-19.625"
"5135"	NA	NA	"-52.875"	"-19.625"
"5136"	NA	NA	"-52.625"	"-19.625"
"5137"	NA	NA	"-52.375"	"-19.625"
"5138"	NA	NA	"-52.125"	"-19.625"
"5139"	NA	NA	"-51.875"	"-19.625"
"5140"	NA	NA	"-51.625"	"-19.625"
"5141"	NA	NA	"-51.375"	"-19.625"
"5142"	NA	NA	"-51.125"	"-19.625"
"5144"	NA	NA	"-50.625"	"-19.625"
"5145"	NA	NA	"-50.375"	"-19.625"
"5146"	NA	NA	"-50.125"	"-19.625"
"5147"	NA	NA	"-49.875"	"-19.625"
"5149"	NA	NA	"-49.375"	"-19.625"
"5150"	NA	NA	"-49.125"	"-19.625"
"5151"	NA	NA	"-48.875"	"-19.625"
"5152"	NA	NA	"-48.625"	"-19.625"
"5153"	"Savana Florestada"	"Sd"	"-48.375"	"-19.625"
"5154"	NA	NA	"-48.125"	"-19.625"
"5155"	NA	NA	"-47.875"	"-19.625"
"5156"	NA	NA	"-47.625"	"-19.625"
"5157"	NA	NA	"-47.375"	"-19.625"
"5158"	NA	NA	"-47.125"	"-19.625"
"5159"	NA	NA	"-46.875"	"-19.625"
"5160"	NA	NA	"-46.625"	"-19.625"
"5161"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-46.375"	"-19.625"
"5162"	NA	NA	"-46.125"	"-19.625"
"5163"	NA	NA	"-45.875"	"-19.625"
"5164"	NA	NA	"-45.625"	"-19.625"
"5165"	NA	NA	"-45.375"	"-19.625"
"5166"	"Savana Florestada"	"Sd"	"-45.125"	"-19.625"
"5168"	NA	NA	"-44.625"	"-19.625"
"5169"	NA	NA	"-44.375"	"-19.625"
"5170"	NA	NA	"-44.125"	"-19.625"
"5171"	NA	NA	"-43.875"	"-19.625"
"5172"	NA	NA	"-43.625"	"-19.625"
"5173"	NA	NA	"-43.375"	"-19.625"
"5192"	"Floresta Estacional Decidual Submontana"	"Cs"	"-57.125"	"-19.875"
"5193"	NA	NA	"-56.875"	"-19.875"
"5195"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-56.375"	"-19.875"
"5199"	NA	NA	"-55.375"	"-19.875"
"5200"	NA	NA	"-55.125"	"-19.875"
"5201"	NA	NA	"-54.875"	"-19.875"
"5202"	NA	NA	"-54.625"	"-19.875"
"5203"	NA	NA	"-54.375"	"-19.875"
"5204"	NA	NA	"-54.125"	"-19.875"
"5205"	NA	NA	"-53.875"	"-19.875"
"5206"	NA	NA	"-53.625"	"-19.875"
"5207"	NA	NA	"-53.375"	"-19.875"
"5208"	NA	NA	"-53.125"	"-19.875"
"5209"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-52.875"	"-19.875"
"5210"	NA	NA	"-52.625"	"-19.875"
"5211"	NA	NA	"-52.375"	"-19.875"
"5212"	NA	NA	"-52.125"	"-19.875"
"5213"	NA	NA	"-51.875"	"-19.875"
"5214"	NA	NA	"-51.625"	"-19.875"
"5215"	NA	NA	"-51.375"	"-19.875"
"5224"	NA	NA	"-49.125"	"-19.875"
"5225"	NA	NA	"-48.875"	"-19.875"
"5226"	NA	NA	"-48.625"	"-19.875"
"5227"	NA	NA	"-48.375"	"-19.875"
"5228"	NA	NA	"-48.125"	"-19.875"
"5229"	NA	NA	"-47.875"	"-19.875"
"5230"	NA	NA	"-47.625"	"-19.875"
"5231"	NA	NA	"-47.375"	"-19.875"
"5232"	"Savana Gramnneo-Lenhosa com floresta-de-galeria"	"Sgf"	"-47.125"	"-19.875"
"5233"	NA	NA	"-46.875"	"-19.875"
"5234"	"Savana Gramnneo-Lenhosa com floresta-de-galeria"	"Sgf"	"-46.625"	"-19.875"
"5235"	"Savana Gramnneo-Lenhosa com floresta-de-galeria"	"Sgf"	"-46.375"	"-19.875"
"5236"	NA	NA	"-46.125"	"-19.875"
"5237"	NA	NA	"-45.875"	"-19.875"
"5238"	NA	NA	"-45.625"	"-19.875"
"5239"	NA	NA	"-45.375"	"-19.875"
"5240"	NA	NA	"-45.125"	"-19.875"
"5241"	NA	NA	"-44.875"	"-19.875"
"5243"	NA	NA	"-44.375"	"-19.875"
"5244"	NA	NA	"-44.125"	"-19.875"
"5265"	NA	NA	"-57.375"	"-20.125"
"5266"	NA	NA	"-57.125"	"-20.125"
"5267"	"Savana Florestada"	"Sd"	"-56.875"	"-20.125"
"5270"	"Savana Florestada"	"Sd"	"-56.125"	"-20.125"
"5272"	"Savana Florestada"	"Sd"	"-55.625"	"-20.125"
"5273"	NA	NA	"-55.375"	"-20.125"
"5274"	NA	NA	"-55.125"	"-20.125"
"5275"	NA	NA	"-54.875"	"-20.125"
"5276"	NA	NA	"-54.625"	"-20.125"
"5277"	NA	NA	"-54.375"	"-20.125"
"5278"	NA	NA	"-54.125"	"-20.125"
"5279"	"Savana Florestada"	"Sd"	"-53.875"	"-20.125"
"5280"	NA	NA	"-53.625"	"-20.125"
"5281"	NA	NA	"-53.375"	"-20.125"
"5282"	NA	NA	"-53.125"	"-20.125"
"5283"	NA	NA	"-52.875"	"-20.125"
"5284"	NA	NA	"-52.625"	"-20.125"
"5285"	NA	NA	"-52.375"	"-20.125"
"5286"	NA	NA	"-52.125"	"-20.125"
"5287"	NA	NA	"-51.875"	"-20.125"
"5288"	NA	NA	"-51.625"	"-20.125"
"5289"	NA	NA	"-51.375"	"-20.125"
"5290"	NA	NA	"-51.125"	"-20.125"
"5298"	NA	NA	"-49.125"	"-20.125"
"5299"	NA	NA	"-48.875"	"-20.125"
"5300"	NA	NA	"-48.625"	"-20.125"
"5301"	NA	NA	"-48.375"	"-20.125"
"5302"	NA	NA	"-48.125"	"-20.125"
"5303"	NA	NA	"-47.875"	"-20.125"
"5304"	NA	NA	"-47.625"	"-20.125"
"5305"	NA	NA	"-47.375"	"-20.125"
"5306"	NA	NA	"-47.125"	"-20.125"
"5307"	"Savana Gramnneo-Lenhosa sem floresta-de-galeria"	"Sgs"	"-46.875"	"-20.125"
"5308"	"Savana Gramaneo-Lenhosa com floresta-de-galeria"	"Sgf"	"-46.625"	"-20.125"
"5309"	NA	NA	"-46.375"	"-20.125"
"5310"	"Savana Gramnneo-Lenhosa com floresta-de-galeria"	"Sgf"	"-46.125"	"-20.125"
"5311"	NA	NA	"-45.875"	"-20.125"
"5312"	NA	NA	"-45.625"	"-20.125"
"5315"	NA	NA	"-44.875"	"-20.125"
"5316"	NA	NA	"-44.625"	"-20.125"
"5340"	"Savana-Estapica Arborizada sem palmeiras e sem floresta-de-galeria"	"Tas"	"-57.125"	"-20.375"
"5341"	"Floresta Estacional Decidual Submontana"	"Cs"	"-56.875"	"-20.375"
"5342"	NA	NA	"-56.625"	"-20.375"
"5343"	NA	NA	"-56.375"	"-20.375"
"5344"	NA	NA	"-56.125"	"-20.375"
"5346"	"Savana Florestada"	"Sd"	"-55.625"	"-20.375"
"5347"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-55.375"	"-20.375"
"5348"	NA	NA	"-55.125"	"-20.375"
"5349"	NA	NA	"-54.875"	"-20.375"
"5350"	NA	NA	"-54.625"	"-20.375"
"5351"	NA	NA	"-54.375"	"-20.375"
"5352"	NA	NA	"-54.125"	"-20.375"
"5353"	NA	NA	"-53.875"	"-20.375"
"5354"	NA	NA	"-53.625"	"-20.375"
"5355"	NA	NA	"-53.375"	"-20.375"
"5356"	NA	NA	"-53.125"	"-20.375"
"5357"	NA	NA	"-52.875"	"-20.375"
"5358"	"Savana Florestada"	"Sd"	"-52.625"	"-20.375"
"5359"	NA	NA	"-52.375"	"-20.375"
"5360"	NA	NA	"-52.125"	"-20.375"
"5361"	NA	NA	"-51.875"	"-20.375"
"5362"	NA	NA	"-51.625"	"-20.375"
"5368"	NA	NA	"-50.125"	"-20.375"
"5369"	NA	NA	"-49.875"	"-20.375"
"5370"	NA	NA	"-49.625"	"-20.375"
"5373"	NA	NA	"-48.875"	"-20.375"
"5374"	NA	NA	"-48.625"	"-20.375"
"5375"	NA	NA	"-48.375"	"-20.375"
"5376"	NA	NA	"-48.125"	"-20.375"
"5377"	NA	NA	"-47.875"	"-20.375"
"5378"	NA	NA	"-47.625"	"-20.375"
"5379"	NA	NA	"-47.375"	"-20.375"
"5380"	NA	NA	"-47.125"	"-20.375"
"5381"	NA	NA	"-46.875"	"-20.375"
"5382"	"Savana Gramnneo-Lenhosa sem floresta-de-galeria"	"Sgs"	"-46.625"	"-20.375"
"5383"	NA	NA	"-46.375"	"-20.375"
"5384"	NA	NA	"-46.125"	"-20.375"
"5385"	"Savana Gramnneo-Lenhosa com floresta-de-galeria"	"Sgf"	"-45.875"	"-20.375"
"5386"	NA	NA	"-45.625"	"-20.375"
"5389"	NA	NA	"-44.875"	"-20.375"
"5413"	"Savana-Estspica Arborizada sem palmeiras e sem floresta-de-galeria"	"Tas"	"-57.375"	"-20.625"
"5414"	"Savana Florestada"	"Sd"	"-57.125"	"-20.625"
"5415"	NA	NA	"-56.875"	"-20.625"
"5416"	NA	NA	"-56.625"	"-20.625"
"5417"	NA	NA	"-56.375"	"-20.625"
"5418"	NA	NA	"-56.125"	"-20.625"
"5419"	NA	NA	"-55.875"	"-20.625"
"5420"	NA	NA	"-55.625"	"-20.625"
"5421"	NA	NA	"-55.375"	"-20.625"
"5422"	NA	NA	"-55.125"	"-20.625"
"5423"	NA	NA	"-54.875"	"-20.625"
"5424"	NA	NA	"-54.625"	"-20.625"
"5425"	NA	NA	"-54.375"	"-20.625"
"5426"	NA	NA	"-54.125"	"-20.625"
"5427"	NA	NA	"-53.875"	"-20.625"
"5428"	NA	NA	"-53.625"	"-20.625"
"5429"	NA	NA	"-53.375"	"-20.625"
"5430"	NA	NA	"-53.125"	"-20.625"
"5431"	NA	NA	"-52.875"	"-20.625"
"5432"	NA	NA	"-52.625"	"-20.625"
"5433"	NA	NA	"-52.375"	"-20.625"
"5434"	NA	NA	"-52.125"	"-20.625"
"5443"	NA	NA	"-49.875"	"-20.625"
"5444"	NA	NA	"-49.625"	"-20.625"
"5445"	NA	NA	"-49.375"	"-20.625"
"5446"	NA	NA	"-49.125"	"-20.625"
"5448"	NA	NA	"-48.625"	"-20.625"
"5449"	NA	NA	"-48.375"	"-20.625"
"5450"	NA	NA	"-48.125"	"-20.625"
"5451"	NA	NA	"-47.875"	"-20.625"
"5452"	NA	NA	"-47.625"	"-20.625"
"5453"	NA	NA	"-47.375"	"-20.625"
"5454"	NA	NA	"-47.125"	"-20.625"
"5456"	NA	NA	"-46.625"	"-20.625"
"5457"	NA	NA	"-46.375"	"-20.625"
"5458"	NA	NA	"-46.125"	"-20.625"
"5459"	"Savana GramRneo-Lenhosa com floresta-de-galeria"	"Sgf"	"-45.875"	"-20.625"
"5460"	NA	NA	"-45.625"	"-20.625"
"5461"	NA	NA	"-45.375"	"-20.625"
"5487"	NA	NA	"-57.375"	"-20.875"
"5488"	"Savana Florestada"	"Sd"	"-57.125"	"-20.875"
"5489"	NA	NA	"-56.875"	"-20.875"
"5490"	NA	NA	"-56.625"	"-20.875"
"5491"	"Savana Florestada"	"Sd"	"-56.375"	"-20.875"
"5492"	NA	NA	"-56.125"	"-20.875"
"5493"	"Floresta Estacional Semidecidual Aluvial"	"Fa"	"-55.875"	"-20.875"
"5494"	NA	NA	"-55.625"	"-20.875"
"5495"	NA	NA	"-55.375"	"-20.875"
"5496"	NA	NA	"-55.125"	"-20.875"
"5497"	NA	NA	"-54.875"	"-20.875"
"5498"	NA	NA	"-54.625"	"-20.875"
"5499"	NA	NA	"-54.375"	"-20.875"
"5500"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-54.125"	"-20.875"
"5501"	"Savana Florestada"	"Sd"	"-53.875"	"-20.875"
"5502"	NA	NA	"-53.625"	"-20.875"
"5503"	NA	NA	"-53.375"	"-20.875"
"5504"	NA	NA	"-53.125"	"-20.875"
"5505"	NA	NA	"-52.875"	"-20.875"
"5506"	"Savana Florestada"	"Sd"	"-52.625"	"-20.875"
"5507"	NA	NA	"-52.375"	"-20.875"
"5508"	NA	NA	"-52.125"	"-20.875"
"5509"	NA	NA	"-51.875"	"-20.875"
"5520"	NA	NA	"-49.125"	"-20.875"
"5523"	NA	NA	"-48.375"	"-20.875"
"5524"	NA	NA	"-48.125"	"-20.875"
"5525"	NA	NA	"-47.875"	"-20.875"
"5526"	NA	NA	"-47.625"	"-20.875"
"5527"	NA	NA	"-47.375"	"-20.875"
"5528"	NA	NA	"-47.125"	"-20.875"
"5529"	NA	NA	"-46.875"	"-20.875"
"5531"	NA	NA	"-46.375"	"-20.875"
"5532"	"Savana Parque com floresta-de-galeria"	"Spf"	"-46.125"	"-20.875"
"5533"	NA	NA	"-45.875"	"-20.875"
"5534"	NA	NA	"-45.625"	"-20.875"
"5561"	"Savana-Estspica Arborizada sem palmeiras e sem floresta-de-galeria"	"Tas"	"-57.375"	"-21.125"
"5562"	NA	NA	"-57.125"	"-21.125"
"5563"	"Savana Florestada"	"Sd"	"-56.875"	"-21.125"
"5564"	"Floresta Estacional Decidual Submontana"	"Cs"	"-56.625"	"-21.125"
"5565"	"Savana Florestada"	"Sd"	"-56.375"	"-21.125"
"5566"	NA	NA	"-56.125"	"-21.125"
"5567"	NA	NA	"-55.875"	"-21.125"
"5568"	"Savana Florestada"	"Sd"	"-55.625"	"-21.125"
"5569"	NA	NA	"-55.375"	"-21.125"
"5570"	"Floresta Estacional Semidecidual Aluvial"	"Fa"	"-55.125"	"-21.125"
"5571"	"Floresta Estacional Semidecidual Aluvial"	"Fa"	"-54.875"	"-21.125"
"5572"	NA	NA	"-54.625"	"-21.125"
"5573"	NA	NA	"-54.375"	"-21.125"
"5574"	NA	NA	"-54.125"	"-21.125"
"5575"	NA	NA	"-53.875"	"-21.125"
"5576"	NA	NA	"-53.625"	"-21.125"
"5577"	NA	NA	"-53.375"	"-21.125"
"5578"	"Savana Florestada"	"Sd"	"-53.125"	"-21.125"
"5579"	"Savana Florestada"	"Sd"	"-52.875"	"-21.125"
"5580"	NA	NA	"-52.625"	"-21.125"
"5581"	NA	NA	"-52.375"	"-21.125"
"5582"	NA	NA	"-52.125"	"-21.125"
"5597"	NA	NA	"-48.375"	"-21.125"
"5598"	NA	NA	"-48.125"	"-21.125"
"5599"	NA	NA	"-47.875"	"-21.125"
"5600"	NA	NA	"-47.625"	"-21.125"
"5601"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-47.375"	"-21.125"
"5602"	NA	NA	"-47.125"	"-21.125"
"5603"	NA	NA	"-46.875"	"-21.125"
"5609"	NA	NA	"-45.375"	"-21.125"
"5635"	NA	NA	"-57.375"	"-21.375"
"5636"	NA	NA	"-57.125"	"-21.375"
"5637"	NA	NA	"-56.875"	"-21.375"
"5638"	NA	NA	"-56.625"	"-21.375"
"5639"	NA	NA	"-56.375"	"-21.375"
"5640"	NA	NA	"-56.125"	"-21.375"
"5641"	NA	NA	"-55.875"	"-21.375"
"5642"	NA	NA	"-55.625"	"-21.375"
"5643"	NA	NA	"-55.375"	"-21.375"
"5644"	"Floresta Estacional Semidecidual Aluvial"	"Fa"	"-55.125"	"-21.375"
"5645"	"Floresta Estacional Semidecidual Aluvial"	"Fa"	"-54.875"	"-21.375"
"5646"	NA	NA	"-54.625"	"-21.375"
"5647"	NA	NA	"-54.375"	"-21.375"
"5648"	NA	NA	"-54.125"	"-21.375"
"5649"	NA	NA	"-53.875"	"-21.375"
"5650"	"Formaaho Pioneira com influoncia fluvial e/ou lacustre herbtcea sem palmeiras"	"Pahs"	"-53.625"	"-21.375"
"5651"	NA	NA	"-53.375"	"-21.375"
"5652"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-53.125"	"-21.375"
"5653"	NA	NA	"-52.875"	"-21.375"
"5654"	NA	NA	"-52.625"	"-21.375"
"5655"	NA	NA	"-52.375"	"-21.375"
"5656"	NA	NA	"-52.125"	"-21.375"
"5669"	NA	NA	"-48.875"	"-21.375"
"5671"	NA	NA	"-48.375"	"-21.375"
"5672"	NA	NA	"-48.125"	"-21.375"
"5673"	NA	NA	"-47.875"	"-21.375"
"5674"	NA	NA	"-47.625"	"-21.375"
"5675"	NA	NA	"-47.375"	"-21.375"
"5676"	NA	NA	"-47.125"	"-21.375"
"5708"	"Savana-Est"	"Tpf"	"-57.625"	"-21.625"
"5709"	"Savana-Estspica Arborizada sem palmeiras e sem floresta-de-galeria"	"Tas"	"-57.375"	"-21.625"
"5710"	NA	NA	"-57.125"	"-21.625"
"5711"	NA	NA	"-56.875"	"-21.625"
"5712"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-56.625"	"-21.625"
"5713"	NA	NA	"-56.375"	"-21.625"
"5714"	"Floresta Estacional Semidecidual Aluvial"	"Fa"	"-56.125"	"-21.625"
"5715"	NA	NA	"-55.875"	"-21.625"
"5716"	NA	NA	"-55.625"	"-21.625"
"5717"	NA	NA	"-55.375"	"-21.625"
"5718"	NA	NA	"-55.125"	"-21.625"
"5719"	NA	NA	"-54.875"	"-21.625"
"5720"	NA	NA	"-54.625"	"-21.625"
"5721"	"Floresta Estacional Semidecidual Aluvial"	"Fa"	"-54.375"	"-21.625"
"5722"	NA	NA	"-54.125"	"-21.625"
"5723"	NA	NA	"-53.875"	"-21.625"
"5724"	NA	NA	"-53.625"	"-21.625"
"5725"	NA	NA	"-53.375"	"-21.625"
"5726"	NA	NA	"-53.125"	"-21.625"
"5727"	NA	NA	"-52.875"	"-21.625"
"5728"	NA	NA	"-52.625"	"-21.625"
"5729"	NA	NA	"-52.375"	"-21.625"
"5742"	NA	NA	"-49.125"	"-21.625"
"5743"	NA	NA	"-48.875"	"-21.625"
"5744"	NA	NA	"-48.625"	"-21.625"
"5745"	NA	NA	"-48.375"	"-21.625"
"5746"	NA	NA	"-48.125"	"-21.625"
"5747"	NA	NA	"-47.875"	"-21.625"
"5748"	"Savana Florestada"	"Sd"	"-47.625"	"-21.625"
"5749"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-47.375"	"-21.625"
"5750"	"Formaa+o Pioneira com influsncia fluvial e/ou lacustre"	"Pa"	"-47.125"	"-21.625"
"5782"	"Savana-Estspica Arborizada sem palmeiras e sem floresta-de-galeria"	"Tas"	"-57.625"	"-21.875"
"5783"	NA	NA	"-57.375"	"-21.875"
"5784"	NA	NA	"-57.125"	"-21.875"
"5785"	NA	NA	"-56.875"	"-21.875"
"5786"	NA	NA	"-56.625"	"-21.875"
"5787"	NA	NA	"-56.375"	"-21.875"
"5788"	NA	NA	"-56.125"	"-21.875"
"5789"	NA	NA	"-55.875"	"-21.875"
"5790"	NA	NA	"-55.625"	"-21.875"
"5791"	NA	NA	"-55.375"	"-21.875"
"5792"	NA	NA	"-55.125"	"-21.875"
"5794"	NA	NA	"-54.625"	"-21.875"
"5797"	"FormaFao Pioneira com influoncia fluvial e/ou lacustre herbtcea sem palmeiras"	"Pahs"	"-53.875"	"-21.875"
"5798"	NA	NA	"-53.625"	"-21.875"
"5799"	NA	NA	"-53.375"	"-21.875"
"5800"	NA	NA	"-53.125"	"-21.875"
"5801"	NA	NA	"-52.875"	"-21.875"
"5802"	NA	NA	"-52.625"	"-21.875"
"5818"	NA	NA	"-48.625"	"-21.875"
"5819"	NA	NA	"-48.375"	"-21.875"
"5820"	NA	NA	"-48.125"	"-21.875"
"5821"	NA	NA	"-47.875"	"-21.875"
"5822"	NA	NA	"-47.625"	"-21.875"
"5824"	NA	NA	"-47.125"	"-21.875"
"5825"	NA	NA	"-46.875"	"-21.875"
"5857"	"Savana Florestada"	"Sd"	"-57.375"	"-22.125"
"5858"	NA	NA	"-57.125"	"-22.125"
"5859"	"Savana Florestada"	"Sd"	"-56.875"	"-22.125"
"5860"	NA	NA	"-56.625"	"-22.125"
"5862"	NA	NA	"-56.125"	"-22.125"
"5863"	"Floresta Estacional Semidecidual Aluvial"	"Fa"	"-55.875"	"-22.125"
"5864"	"Floresta Estacional Semidecidual Aluvial"	"Fa"	"-55.625"	"-22.125"
"5865"	NA	NA	"-55.375"	"-22.125"
"5866"	NA	NA	"-55.125"	"-22.125"
"5873"	NA	NA	"-53.375"	"-22.125"
"5874"	NA	NA	"-53.125"	"-22.125"
"5882"	NA	NA	"-51.125"	"-22.125"
"5889"	NA	NA	"-49.375"	"-22.125"
"5890"	NA	NA	"-49.125"	"-22.125"
"5892"	NA	NA	"-48.625"	"-22.125"
"5893"	NA	NA	"-48.375"	"-22.125"
"5894"	NA	NA	"-48.125"	"-22.125"
"5895"	NA	NA	"-47.875"	"-22.125"
"5896"	NA	NA	"-47.625"	"-22.125"
"5898"	NA	NA	"-47.125"	"-22.125"
"5899"	NA	NA	"-46.875"	"-22.125"
"5938"	"Floresta Estacional Semidecidual Aluvial"	"Fa"	"-55.625"	"-22.375"
"5939"	NA	NA	"-55.375"	"-22.375"
"5941"	NA	NA	"-54.875"	"-22.375"
"5956"	NA	NA	"-51.125"	"-22.375"
"5957"	NA	NA	"-50.875"	"-22.375"
"5958"	NA	NA	"-50.625"	"-22.375"
"5959"	NA	NA	"-50.375"	"-22.375"
"5964"	NA	NA	"-49.125"	"-22.375"
"5965"	NA	NA	"-48.875"	"-22.375"
"5968"	NA	NA	"-48.125"	"-22.375"
"5969"	NA	NA	"-47.875"	"-22.375"
"5972"	NA	NA	"-47.125"	"-22.375"
"5973"	NA	NA	"-46.875"	"-22.375"
"6012"	NA	NA	"-55.625"	"-22.625"
"6032"	NA	NA	"-50.625"	"-22.625"
"6033"	NA	NA	"-50.375"	"-22.625"
"6034"	NA	NA	"-50.125"	"-22.625"
"6035"	NA	NA	"-49.875"	"-22.625"
"6036"	NA	NA	"-49.625"	"-22.625"
"6037"	NA	NA	"-49.375"	"-22.625"
"6038"	NA	NA	"-49.125"	"-22.625"
"6039"	NA	NA	"-48.875"	"-22.625"
"6041"	NA	NA	"-48.375"	"-22.625"
"6042"	NA	NA	"-48.125"	"-22.625"
"6043"	NA	NA	"-47.875"	"-22.625"
"6045"	NA	NA	"-47.375"	"-22.625"
"6046"	NA	NA	"-47.125"	"-22.625"
"6111"	NA	NA	"-49.375"	"-22.875"
"6112"	NA	NA	"-49.125"	"-22.875"
"6113"	NA	NA	"-48.875"	"-22.875"
"6114"	NA	NA	"-48.625"	"-22.875"
"6115"	NA	NA	"-48.375"	"-22.875"
"6116"	NA	NA	"-48.125"	"-22.875"
"6186"	NA	NA	"-49.125"	"-23.125"
"6187"	NA	NA	"-48.875"	"-23.125"
"6188"	NA	NA	"-48.625"	"-23.125"
"6260"	NA	NA	"-49.125"	"-23.375"
"6261"	NA	NA	"-48.875"	"-23.375"
"6262"	NA	NA	"-48.625"	"-23.375"
"6263"	NA	NA	"-48.375"	"-23.375"
"6334"	NA	NA	"-49.125"	"-23.625"
"6335"	NA	NA	"-48.875"	"-23.625"
"6336"	NA	NA	"-48.625"	"-23.625"
"6337"	NA	NA	"-48.375"	"-23.625"
"6338"	NA	NA	"-48.125"	"-23.625"
"6407"	NA	NA	"-49.375"	"-23.875"
"6408"	NA	NA	"-49.125"	"-23.875"
"6409"	NA	NA	"-48.875"	"-23.875"
"6410"	NA	NA	"-48.625"	"-23.875"
"6479"	NA	NA	"-49.875"	"-24.125"
"6481"	NA	NA	"-49.375"	"-24.125"
"6482"	NA	NA	"-49.125"	"-24.125"
"6483"	NA	NA	"-48.875"	"-24.125"
"6552"	NA	NA	"-50.125"	"-24.375"
"6553"	NA	NA	"-49.875"	"-24.375"
"6555"	NA	NA	"-49.375"	"-24.375"
