"V1"	"V2"	"x"	"y"
"2790"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-47.125"	"-11.625"
"2791"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-46.875"	"-11.625"
"2792"	"Savana Parque com floresta-de-galeria"	"Spf"	"-46.625"	"-11.625"
"2793"	"Savana Parque com floresta-de-galeria"	"Spf"	"-46.375"	"-11.625"
"2794"	"Savana Parque com floresta-de-galeria"	"Spf"	"-46.125"	"-11.625"
"2795"	NA	NA	"-45.875"	"-11.625"
"2796"	NA	NA	"-45.625"	"-11.625"
"2797"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-45.375"	"-11.625"
"2798"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-45.125"	"-11.625"
"2799"	"Contato Savana/Savana-Estbpica/Floresta Estacional - Ecltono"	"STNt"	"-44.875"	"-11.625"
"2800"	"Contato Savana/Savana-Estbpica/Floresta Estacional - Ecltono"	"STNt"	"-44.625"	"-11.625"
"2801"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-44.375"	"-11.625"
"2802"	"Contato Savana-Estapica/Floresta Estacional - Ecatono"	"TNt"	"-44.125"	"-11.625"
"2803"	"Contato Savana-Estapica/Floresta Estacional - Ecatono"	"TNt"	"-43.875"	"-11.625"
"2804"	"Floresta Estacional Decidual Submontana"	"Cs"	"-43.625"	"-11.625"
"2805"	NA	NA	"-43.375"	"-11.625"
"2813"	"Floresta Estacional Semidecidual Submontana com dossel emergente"	"Fse"	"-59.875"	"-11.875"
"2814"	"Floresta Estacional Sempre Verde Submontana com dossel emergente"	"Hse"	"-59.625"	"-11.875"
"2815"	"Floresta Estacional Sempre Verde Submontana com dossel emergente"	"Hse"	"-59.375"	"-11.875"
"2816"	NA	NA	"-59.125"	"-11.875"
"2817"	"Floresta Estacional Semidecidual Submontana com dossel emergente"	"Fse"	"-58.875"	"-11.875"
"2818"	NA	NA	"-58.625"	"-11.875"
"2819"	NA	NA	"-58.375"	"-11.875"
"2846"	"Floresta Estacional Sempre Verde Submontana com dossel emergente"	"Hse"	"-51.625"	"-11.875"
"2847"	NA	NA	"-51.375"	"-11.875"
"2848"	"Savana Parque com floresta-de-galeria"	"Spf"	"-51.125"	"-11.875"
"2849"	"Savana Parque com floresta-de-galeria"	"Spf"	"-50.875"	"-11.875"
"2850"	"Savana Parque com floresta-de-galeria"	"Spf"	"-50.625"	"-11.875"
"2851"	"Savana Parque com floresta-de-galeria"	"Spf"	"-50.375"	"-11.875"
"2852"	"Savana Parque com floresta-de-galeria"	"Spf"	"-50.125"	"-11.875"
"2853"	NA	NA	"-49.875"	"-11.875"
"2854"	NA	NA	"-49.625"	"-11.875"
"2855"	NA	NA	"-49.375"	"-11.875"
"2856"	NA	NA	"-49.125"	"-11.875"
"2857"	NA	NA	"-48.875"	"-11.875"
"2858"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-48.625"	"-11.875"
"2859"	NA	NA	"-48.375"	"-11.875"
"2860"	NA	NA	"-48.125"	"-11.875"
"2861"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-47.875"	"-11.875"
"2862"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-47.625"	"-11.875"
"2863"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-47.375"	"-11.875"
"2864"	"Savana Parque com floresta-de-galeria"	"Spf"	"-47.125"	"-11.875"
"2865"	"Savana Parque com floresta-de-galeria"	"Spf"	"-46.875"	"-11.875"
"2866"	NA	NA	"-46.625"	"-11.875"
"2867"	"Savana Parque com floresta-de-galeria"	"Spf"	"-46.375"	"-11.875"
"2868"	NA	NA	"-46.125"	"-11.875"
"2869"	"Savana Gramnneo-Lenhosa com floresta-de-galeria"	"Sgf"	"-45.875"	"-11.875"
"2870"	NA	NA	"-45.625"	"-11.875"
"2871"	NA	NA	"-45.375"	"-11.875"
"2872"	NA	NA	"-45.125"	"-11.875"
"2873"	"Floresta Estacional Decidual Submontana"	"Cs"	"-44.875"	"-11.875"
"2874"	"Contato Savana/Floresta Estacional - Ecetono"	"SNt"	"-44.625"	"-11.875"
"2875"	"Floresta Estacional Decidual Submontana"	"Cs"	"-44.375"	"-11.875"
"2876"	NA	NA	"-44.125"	"-11.875"
"2877"	NA	NA	"-43.875"	"-11.875"
"2878"	"Contato Savana-Estapica/Floresta Estacional - Ecatono"	"TNt"	"-43.625"	"-11.875"
"2879"	"Savana-Estapica Florestada sem palmeiras"	"Tds"	"-43.375"	"-11.875"
"2887"	"Savana Florestada"	"Sd"	"-59.875"	"-12.125"
"2888"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-59.625"	"-12.125"
"2889"	"Floresta Estacional Sempre Verde Submontana com dossel emergente"	"Hse"	"-59.375"	"-12.125"
"2890"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-59.125"	"-12.125"
"2891"	"Savana Florestada"	"Sd"	"-58.875"	"-12.125"
"2892"	"Savana Florestada"	"Sd"	"-58.625"	"-12.125"
"2893"	"Floresta Estacional Sempre Verde Submontana com dossel emergente"	"Hse"	"-58.375"	"-12.125"
"2902"	NA	NA	"-56.125"	"-12.125"
"2920"	"Floresta Estacional Sempre Verde Submontana"	"Hs"	"-51.625"	"-12.125"
"2921"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-51.375"	"-12.125"
"2922"	"Savana Parque com floresta-de-galeria"	"Spf"	"-51.125"	"-12.125"
"2923"	"Savana Parque com floresta-de-galeria"	"Spf"	"-50.875"	"-12.125"
"2924"	"Savana Parque com floresta-de-galeria"	"Spf"	"-50.625"	"-12.125"
"2925"	"Savana Parque com floresta-de-galeria"	"Spf"	"-50.375"	"-12.125"
"2926"	"Savana Parque com floresta-de-galeria"	"Spf"	"-50.125"	"-12.125"
"2927"	NA	NA	"-49.875"	"-12.125"
"2928"	NA	NA	"-49.625"	"-12.125"
"2929"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-49.375"	"-12.125"
"2930"	NA	NA	"-49.125"	"-12.125"
"2931"	NA	NA	"-48.875"	"-12.125"
"2932"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-48.625"	"-12.125"
"2933"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-48.375"	"-12.125"
"2934"	NA	NA	"-48.125"	"-12.125"
"2935"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-47.875"	"-12.125"
"2936"	NA	NA	"-47.625"	"-12.125"
"2937"	"Savana Parque com floresta-de-galeria"	"Spf"	"-47.375"	"-12.125"
"2938"	"Savana Parque com floresta-de-galeria"	"Spf"	"-47.125"	"-12.125"
"2939"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-46.875"	"-12.125"
"2940"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-46.625"	"-12.125"
"2941"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-46.375"	"-12.125"
"2942"	NA	NA	"-46.125"	"-12.125"
"2943"	NA	NA	"-45.875"	"-12.125"
"2944"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-45.625"	"-12.125"
"2945"	NA	NA	"-45.375"	"-12.125"
"2946"	NA	NA	"-45.125"	"-12.125"
"2947"	"Floresta Estacional Decidual Montana"	"Cm"	"-44.875"	"-12.125"
"2948"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-44.625"	"-12.125"
"2949"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-44.375"	"-12.125"
"2950"	"Floresta Estacional Decidual Montana"	"Cm"	"-44.125"	"-12.125"
"2951"	NA	NA	"-43.875"	"-12.125"
"2952"	"Floresta Estacional Decidual Submontana"	"Cs"	"-43.625"	"-12.125"
"2953"	"Savana-Est"	"Tds"	"-43.375"	"-12.125"
"2962"	"Floresta Estacional Decidual Submontana com dossel emergente"	"Cse"	"-59.625"	"-12.375"
"2963"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-59.375"	"-12.375"
"2964"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-59.125"	"-12.375"
"2965"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-58.875"	"-12.375"
"2966"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-58.625"	"-12.375"
"2967"	"Floresta Estacional Sempre Verde Submontana com dossel emergente"	"Hse"	"-58.375"	"-12.375"
"2968"	NA	NA	"-58.125"	"-12.375"
"2976"	NA	NA	"-56.125"	"-12.375"
"2977"	NA	NA	"-55.875"	"-12.375"
"2978"	"Savana Florestada"	"Sd"	"-55.625"	"-12.375"
"2994"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-51.625"	"-12.375"
"2995"	"Floresta Estacional Sempre Verde Submontana"	"Hs"	"-51.375"	"-12.375"
"2996"	"Floresta Estacional Sempre Verde das Terras Baixas"	"Hb"	"-51.125"	"-12.375"
"2997"	"Savana Parque com floresta-de-galeria"	"Spf"	"-50.875"	"-12.375"
"2998"	"Floresta Estacional Sempre Verde Aluvial"	"Ha"	"-50.625"	"-12.375"
"2999"	"Savana Parque com floresta-de-galeria"	"Spf"	"-50.375"	"-12.375"
"3000"	NA	NA	"-50.125"	"-12.375"
"3001"	NA	NA	"-49.875"	"-12.375"
"3002"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-49.625"	"-12.375"
"3003"	NA	NA	"-49.375"	"-12.375"
"3004"	NA	NA	"-49.125"	"-12.375"
"3005"	NA	NA	"-48.875"	"-12.375"
"3006"	NA	NA	"-48.625"	"-12.375"
"3007"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-48.375"	"-12.375"
"3008"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-48.125"	"-12.375"
"3009"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-47.875"	"-12.375"
"3010"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-47.625"	"-12.375"
"3011"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-47.375"	"-12.375"
"3012"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-47.125"	"-12.375"
"3013"	NA	NA	"-46.875"	"-12.375"
"3014"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-46.625"	"-12.375"
"3015"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-46.375"	"-12.375"
"3016"	NA	NA	"-46.125"	"-12.375"
"3017"	"Savana Gramnneo-Lenhosa com floresta-de-galeria"	"Sgf"	"-45.875"	"-12.375"
"3018"	NA	NA	"-45.625"	"-12.375"
"3019"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-45.375"	"-12.375"
"3020"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-45.125"	"-12.375"
"3021"	NA	NA	"-44.875"	"-12.375"
"3022"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-44.625"	"-12.375"
"3023"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-44.375"	"-12.375"
"3024"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-44.125"	"-12.375"
"3025"	"Floresta Estacional Decidual Montana"	"Cm"	"-43.875"	"-12.375"
"3026"	"Contato Savana-Estapica/Floresta Estacional - Ecatono"	"TNt"	"-43.625"	"-12.375"
"3027"	"Contato Savana-Estapica/Floresta Estacional - Ecatono"	"TNt"	"-43.375"	"-12.375"
"3035"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-59.875"	"-12.625"
"3036"	"Floresta Estacional Sempre Verde Aluvial com dossel emergente"	"Hae"	"-59.625"	"-12.625"
"3037"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-59.375"	"-12.625"
"3038"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-59.125"	"-12.625"
"3039"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-58.875"	"-12.625"
"3040"	"Floresta Estacional Sempre Verde Aluvial com dossel emergente"	"Hae"	"-58.625"	"-12.625"
"3041"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-58.375"	"-12.625"
"3042"	"Savana Florestada"	"Sd"	"-58.125"	"-12.625"
"3043"	"Floresta Estacional Sempre Verde Submontana com dossel emergente"	"Hse"	"-57.875"	"-12.625"
"3049"	NA	NA	"-56.375"	"-12.625"
"3050"	NA	NA	"-56.125"	"-12.625"
"3051"	NA	NA	"-55.875"	"-12.625"
"3052"	NA	NA	"-55.625"	"-12.625"
"3068"	"Floresta Estacional Sempre Verde Submontana"	"Hs"	"-51.625"	"-12.625"
"3069"	"Savana Florestada"	"Sd"	"-51.375"	"-12.625"
"3070"	"Savana Parque com floresta-de-galeria"	"Spf"	"-51.125"	"-12.625"
"3071"	"Savana Parque com floresta-de-galeria"	"Spf"	"-50.875"	"-12.625"
"3072"	"Savana Parque com floresta-de-galeria"	"Spf"	"-50.625"	"-12.625"
"3073"	"Floresta Estacional Sempre Verde Aluvial"	"Ha"	"-50.375"	"-12.625"
"3074"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-50.125"	"-12.625"
"3075"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-49.875"	"-12.625"
"3076"	NA	NA	"-49.625"	"-12.625"
"3077"	NA	NA	"-49.375"	"-12.625"
"3078"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-49.125"	"-12.625"
"3079"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-48.875"	"-12.625"
"3080"	NA	NA	"-48.625"	"-12.625"
"3081"	"Savana Parque com floresta-de-galeria"	"Spf"	"-48.375"	"-12.625"
"3082"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-48.125"	"-12.625"
"3083"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-47.875"	"-12.625"
"3084"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-47.625"	"-12.625"
"3085"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-47.375"	"-12.625"
"3086"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-47.125"	"-12.625"
"3087"	NA	NA	"-46.875"	"-12.625"
"3088"	"Floresta Estacional Decidual Submontana"	"Cs"	"-46.625"	"-12.625"
"3089"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-46.375"	"-12.625"
"3090"	NA	NA	"-46.125"	"-12.625"
"3091"	NA	NA	"-45.875"	"-12.625"
"3092"	NA	NA	"-45.625"	"-12.625"
"3093"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-45.375"	"-12.625"
"3094"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-45.125"	"-12.625"
"3095"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-44.875"	"-12.625"
"3096"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-44.625"	"-12.625"
"3097"	"Floresta Estacional Decidual Montana"	"Cm"	"-44.375"	"-12.625"
"3098"	NA	NA	"-44.125"	"-12.625"
"3099"	NA	NA	"-43.875"	"-12.625"
"3100"	NA	NA	"-43.625"	"-12.625"
"3101"	NA	NA	"-43.375"	"-12.625"
"3109"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-59.875"	"-12.875"
"3110"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-59.625"	"-12.875"
"3111"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-59.375"	"-12.875"
"3112"	"Floresta Estacional Sempre Verde Aluvial com dossel emergente"	"Hae"	"-59.125"	"-12.875"
"3113"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-58.875"	"-12.875"
"3114"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-58.625"	"-12.875"
"3115"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-58.375"	"-12.875"
"3116"	NA	NA	"-58.125"	"-12.875"
"3123"	"Savana Florestada"	"Sd"	"-56.375"	"-12.875"
"3124"	NA	NA	"-56.125"	"-12.875"
"3125"	NA	NA	"-55.875"	"-12.875"
"3126"	"Contato Savana/Floresta Estacional - Ecatono"	"SNt"	"-55.625"	"-12.875"
"3129"	"Floresta Estacional Sempre Verde Submontana com dossel emergente"	"Hse"	"-54.875"	"-12.875"
"3142"	"Savana Florestada"	"Sd"	"-51.625"	"-12.875"
"3143"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-51.375"	"-12.875"
"3144"	"Savana Parque com floresta-de-galeria"	"Spf"	"-51.125"	"-12.875"
"3145"	"Savana Parque com floresta-de-galeria"	"Spf"	"-50.875"	"-12.875"
"3146"	"Savana Parque com floresta-de-galeria"	"Spf"	"-50.625"	"-12.875"
"3147"	"Savana Parque com floresta-de-galeria"	"Spf"	"-50.375"	"-12.875"
"3148"	NA	NA	"-50.125"	"-12.875"
"3149"	NA	NA	"-49.875"	"-12.875"
"3150"	NA	NA	"-49.625"	"-12.875"
"3151"	NA	NA	"-49.375"	"-12.875"
"3152"	NA	NA	"-49.125"	"-12.875"
"3153"	NA	NA	"-48.875"	"-12.875"
"3154"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-48.625"	"-12.875"
"3155"	NA	NA	"-48.375"	"-12.875"
"3156"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-48.125"	"-12.875"
"3157"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-47.875"	"-12.875"
"3158"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-47.625"	"-12.875"
"3159"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-47.375"	"-12.875"
"3160"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-47.125"	"-12.875"
"3161"	"Savana Parque com floresta-de-galeria"	"Spf"	"-46.875"	"-12.875"
"3162"	NA	NA	"-46.625"	"-12.875"
"3163"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-46.375"	"-12.875"
"3164"	NA	NA	"-46.125"	"-12.875"
"3165"	NA	NA	"-45.875"	"-12.875"
"3166"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-45.625"	"-12.875"
"3167"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-45.375"	"-12.875"
"3168"	NA	NA	"-45.125"	"-12.875"
"3169"	NA	NA	"-44.875"	"-12.875"
"3170"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-44.625"	"-12.875"
"3171"	"Floresta Estacional Decidual Montana"	"Cm"	"-44.375"	"-12.875"
"3172"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-44.125"	"-12.875"
"3173"	NA	NA	"-43.875"	"-12.875"
"3174"	NA	NA	"-43.625"	"-12.875"
"3175"	NA	NA	"-43.375"	"-12.875"
"3183"	"Floresta Estacional Sempre Verde Submontana"	"Hs"	"-59.875"	"-13.125"
"3184"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-59.625"	"-13.125"
"3185"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-59.375"	"-13.125"
"3186"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-59.125"	"-13.125"
"3187"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-58.875"	"-13.125"
"3188"	NA	NA	"-58.625"	"-13.125"
"3189"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-58.375"	"-13.125"
"3190"	NA	NA	"-58.125"	"-13.125"
"3191"	NA	NA	"-57.875"	"-13.125"
"3192"	"Floresta Estacional Sempre Verde Submontana com dossel emergente"	"Hse"	"-57.625"	"-13.125"
"3197"	"Floresta Estacional Sempre Verde Submontana com dossel emergente"	"Hse"	"-56.375"	"-13.125"
"3198"	NA	NA	"-56.125"	"-13.125"
"3199"	"Floresta Estacional Sempre Verde Submontana com dossel emergente"	"Hse"	"-55.875"	"-13.125"
"3200"	"Contato Savana/Floresta Estacional - Ecatono"	"SNt"	"-55.625"	"-13.125"
"3201"	NA	NA	"-55.375"	"-13.125"
"3202"	"Floresta Estacional Sempre Verde Submontana com dossel emergente"	"Hse"	"-55.125"	"-13.125"
"3204"	"Floresta Estacional Sempre Verde Submontana com dossel emergente"	"Hse"	"-54.625"	"-13.125"
"3216"	"Savana Florestada"	"Sd"	"-51.625"	"-13.125"
"3217"	NA	NA	"-51.375"	"-13.125"
"3218"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-51.125"	"-13.125"
"3219"	"Savana Parque com floresta-de-galeria"	"Spf"	"-50.875"	"-13.125"
"3220"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-50.625"	"-13.125"
"3221"	NA	NA	"-50.375"	"-13.125"
"3222"	NA	NA	"-50.125"	"-13.125"
"3223"	NA	NA	"-49.875"	"-13.125"
"3224"	NA	NA	"-49.625"	"-13.125"
"3225"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-49.375"	"-13.125"
"3226"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-49.125"	"-13.125"
"3227"	"Savana Florestada"	"Sd"	"-48.875"	"-13.125"
"3228"	NA	NA	"-48.625"	"-13.125"
"3229"	NA	NA	"-48.375"	"-13.125"
"3230"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-48.125"	"-13.125"
"3231"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-47.875"	"-13.125"
"3232"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-47.625"	"-13.125"
"3233"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-47.375"	"-13.125"
"3234"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-47.125"	"-13.125"
"3235"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-46.875"	"-13.125"
"3236"	"Floresta Estacional Decidual Montana"	"Cm"	"-46.625"	"-13.125"
"3237"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-46.375"	"-13.125"
"3238"	NA	NA	"-46.125"	"-13.125"
"3239"	NA	NA	"-45.875"	"-13.125"
"3240"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-45.625"	"-13.125"
"3241"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-45.375"	"-13.125"
"3242"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-45.125"	"-13.125"
"3243"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-44.875"	"-13.125"
"3244"	NA	NA	"-44.625"	"-13.125"
"3245"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-44.375"	"-13.125"
"3246"	NA	NA	"-44.125"	"-13.125"
"3247"	NA	NA	"-43.875"	"-13.125"
"3248"	NA	NA	"-43.625"	"-13.125"
"3249"	NA	NA	"-43.375"	"-13.125"
"3258"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-59.625"	"-13.375"
"3259"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-59.375"	"-13.375"
"3260"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-59.125"	"-13.375"
"3261"	NA	NA	"-58.875"	"-13.375"
"3262"	NA	NA	"-58.625"	"-13.375"
"3263"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-58.375"	"-13.375"
"3264"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-58.125"	"-13.375"
"3265"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-57.875"	"-13.375"
"3266"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-57.625"	"-13.375"
"3267"	NA	NA	"-57.375"	"-13.375"
"3270"	"Floresta Estacional Sempre Verde Submontana"	"Hs"	"-56.625"	"-13.375"
"3271"	"Savana Florestada"	"Sd"	"-56.375"	"-13.375"
"3272"	NA	NA	"-56.125"	"-13.375"
"3273"	NA	NA	"-55.875"	"-13.375"
"3274"	NA	NA	"-55.625"	"-13.375"
"3275"	"Contato Savana/Floresta Estacional - Ecatono"	"SNt"	"-55.375"	"-13.375"
"3276"	"Contato Savana/Floresta Estacional - Ecltono"	"SNt"	"-55.125"	"-13.375"
"3278"	"Floresta Estacional Sempre Verde Submontana com dossel emergente"	"Hse"	"-54.625"	"-13.375"
"3284"	NA	NA	"-53.125"	"-13.375"
"3285"	NA	NA	"-52.875"	"-13.375"
"3286"	"Floresta Estacional Sempre Verde Submontana com dossel uniforme"	"Hsu"	"-52.625"	"-13.375"
"3289"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-51.875"	"-13.375"
"3290"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-51.625"	"-13.375"
"3291"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-51.375"	"-13.375"
"3292"	"Savana Parque com floresta-de-galeria"	"Spf"	"-51.125"	"-13.375"
"3293"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-50.875"	"-13.375"
"3294"	"Floresta Estacional Sempre Verde Aluvial"	"Ha"	"-50.625"	"-13.375"
"3295"	"Floresta Estacional Sempre Verde Submontana"	"Hs"	"-50.375"	"-13.375"
"3296"	NA	NA	"-50.125"	"-13.375"
"3297"	NA	NA	"-49.875"	"-13.375"
"3298"	NA	NA	"-49.625"	"-13.375"
"3299"	NA	NA	"-49.375"	"-13.375"
"3300"	NA	NA	"-49.125"	"-13.375"
"3301"	NA	NA	"-48.875"	"-13.375"
"3302"	NA	NA	"-48.625"	"-13.375"
"3303"	NA	NA	"-48.375"	"-13.375"
"3304"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-48.125"	"-13.375"
"3305"	NA	NA	"-47.875"	"-13.375"
"3306"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-47.625"	"-13.375"
"3307"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-47.375"	"-13.375"
"3308"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-47.125"	"-13.375"
"3309"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-46.875"	"-13.375"
"3310"	"Floresta Estacional Semidecidual Submontana"	"Fs"	"-46.625"	"-13.375"
"3311"	NA	NA	"-46.375"	"-13.375"
"3312"	NA	NA	"-46.125"	"-13.375"
"3313"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-45.875"	"-13.375"
"3314"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-45.625"	"-13.375"
"3315"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-45.375"	"-13.375"
"3316"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-45.125"	"-13.375"
"3317"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-44.875"	"-13.375"
"3318"	NA	NA	"-44.625"	"-13.375"
"3319"	NA	NA	"-44.375"	"-13.375"
"3320"	NA	NA	"-44.125"	"-13.375"
"3321"	NA	NA	"-43.875"	"-13.375"
"3322"	NA	NA	"-43.625"	"-13.375"
"3333"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-59.375"	"-13.625"
"3334"	NA	NA	"-59.125"	"-13.625"
"3335"	NA	NA	"-58.875"	"-13.625"
"3336"	NA	NA	"-58.625"	"-13.625"
"3337"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-58.375"	"-13.625"
"3338"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-58.125"	"-13.625"
"3339"	NA	NA	"-57.875"	"-13.625"
"3340"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-57.625"	"-13.625"
"3343"	"Floresta Estacional Sempre Verde Submontana com dossel emergente"	"Hse"	"-56.875"	"-13.625"
"3344"	"Floresta Estacional Sempre Verde Submontana com dossel emergente"	"Hse"	"-56.625"	"-13.625"
"3345"	"Floresta Estacional Sempre Verde Submontana com dossel emergente"	"Hse"	"-56.375"	"-13.625"
"3346"	NA	NA	"-56.125"	"-13.625"
"3347"	NA	NA	"-55.875"	"-13.625"
"3348"	NA	NA	"-55.625"	"-13.625"
"3349"	"Contato Savana/Floresta Estacional - Ecatono"	"SNt"	"-55.375"	"-13.625"
"3350"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-55.125"	"-13.625"
